S5INFT Index,,,,,,,,,,,,,,,,,,,,,,,S5FINL Index,,,,,,,,,,,,,,,,,,,,,,,S5ENRS Index,,,,,,,,,,,,,,,,,,,,,,,S5HLTH Index,,,,,,,,,,,,,,,,,,,,,,,S5CONS Index,,,,,,,,,,,,,,,,,,,,,,,S5COND Index,,,,,,,,,,,,,,,,,,,,,,,S5INDU Index,,,,,,,,,,,,,,,,,,,,,,,S5UTIL Index,,,,,,,,,,,,,,,,,,,,,,,S5TELS Index,,,,,,,,,,,,,,,,,,,,,,,S5MATR Index,,,,,,,,,,,,,,,,,,,,,,,GDP CURY Index,,,,,CPI XYOY Index,,,,,,,DXY Curncy,,,USGG5YR Index,,,BCOM Index,,,VIX Index,
Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,PX_LAST_ACTUAL,PX_LAST_ALL_SESSIONS,,Date,PX_LAST,PX_LAST_ACTUAL,PX_LAST_ALL_SESSIONS,,,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
7/15/2011,416.68,54.77,25.33,55.41,1.33,10.67,16.08,18.39,907071200,14.6358,3.3178,2.3437,0.98,10.4541,9.2597,20.47,16.28,45.75,1.9,39.86,25.81,,7/15/2011,199.93,46.69,22.22,51.85,1.23,7.41,20.06,19.44,704767624,15.6104,1.0256,1.3983,1.49,5.448,#N/A N/A,14.56,10.09,#N/A N/A,#N/A N/A,36.7,249.94,,7/15/2011,570.84,59.05,80.49,92.68,4.76,9.52,19.51,22.37,298335688,13.7654,2.151,1.2359,1.67,7.4658,6.2633,12.75,9.06,18.27,1.32,76.46,29.67,,7/15/2011,407.11,60.19,57.69,90.38,0,23.08,12.28,12.75,288503044,14.0083,2.5039,1.2459,2.04,10.3645,8.5021,11.05,7.66,34.19,1.61,39.28,44.21,,7/15/2011,323.6,59.63,43.9,87.8,9.76,29.27,9.41,10.61,229568636,16.0323,3.3441,1.008,3.12,12.6441,8.5144,9.5,6.93,30.46,1.13,25.59,76.4,,7/15/2011,318.4794,59.49,58.97,79.22,0,19.23,16.26,17.9,575817648,16.9011,2.9964,1.1284,1.47,10.1736,7.411,11.05,6.42,33.23,1.25,31.3,89.79,,7/15/2011,315.62,55.27,36.67,76.67,0,25,17.4,17.28,266410332,16.3063,2.6992,1.2817,2.05,10.3539,8.0837,11.81,7.92,27.87,1.29,30.48,137.28,,7/15/2011,169.41,56.34,48.48,93.94,0,45.45,11.16,9.64,115238944,13.2301,1.4813,1.1865,4.17,5.5312,4.3444,16.95,8,52.74,1.05,30.63,122.34,,7/15/2011,131,56.4,25,75,0,12.5,13.07,11.24,104950388,18.1529,1.7423,1.1624,5.15,4.351,3.7414,14.97,8.67,57.54,0.81,30.11,72.61,,7/15/2011,247.49,56.97,66.67,83.33,0,20,19.77,19.43,143588576,15.144,2.6662,1.2728,1.99,10.6247,6.7183,13.83,8.14,25.81,1.86,23.29,63.61,,,,,,,,,,,,,,7/15/2011,75.126,,7/15/2011,1.4393,,7/15/2011,164.5448,,7/15/2011,19.53
7/22/2011,431.93,57.73,45.33,62.16,20,14.67,16.25,19.07,949408896,15.1715,3.4392,2.4294,0.95,10.8368,9.5986,20.47,16.28,45.75,1.9,39.86,25.81,,7/22/2011,206.45,49.25,51.85,61.73,19.75,9.88,20.08,20.33,720047976,16.1197,1.059,1.444,1.39,5.6258,#N/A N/A,14.56,10.09,#N/A N/A,#N/A N/A,36.7,249.94,,7/22/2011,590.09,61.32,97.56,97.56,4.76,2.38,19.6,21.42,252195500,14.2294,2.2236,1.2775,1.62,7.7174,6.4744,12.75,9.06,18.27,1.32,76.46,29.67,,7/22/2011,411.6,61.39,61.54,96.15,7.69,25,12.39,12.38,299261676,14.163,2.5316,1.2597,2.02,10.479,8.5961,11.05,7.66,34.19,1.61,39.28,44.21,,7/22/2011,326.71,60.79,68.29,87.8,4.88,12.2,9.44,11.08,224669932,16.1864,3.3762,1.0177,3.1,12.7657,8.5962,9.5,6.93,30.46,1.13,25.59,76.4,,7/22/2011,324.4908,61.03,74.36,79.22,1.28,29.49,16.25,17.68,430504720,17.2202,3.053,1.1497,1.44,10.3656,7.5509,11.05,6.42,33.23,1.25,31.3,89.79,,7/22/2011,318.38,56,60,78.33,10,23.33,17.42,17.61,249863236,16.4491,2.7228,1.2929,2.03,10.4446,8.1545,11.81,7.92,27.87,1.29,30.48,137.28,,7/22/2011,171.81,57.97,90.91,93.94,3.03,27.27,11.31,11.24,95543110,13.4174,1.5023,1.2033,4.11,5.6095,4.4059,16.95,8,52.74,1.05,30.63,122.34,,7/22/2011,130.89,56.29,37.5,75,0,25,13.08,11.27,97395855,18.1351,1.7406,1.1612,5.15,4.3468,3.7377,14.97,8.67,57.54,0.81,30.11,72.61,,7/22/2011,249.73,57.62,76.67,83.33,3.33,36.67,19.57,18.96,122253804,15.2813,2.6904,1.2843,1.97,10.7211,6.7792,13.83,8.14,25.81,1.86,23.29,63.61,,,,,,,,,,,,,,7/22/2011,74.201,,7/22/2011,1.5049,,7/22/2011,165.2773,,7/22/2011,17.52
7/29/2011,417.35,54.22,20,44.59,10.67,10.67,16.17,20.43,1003257104,14.6263,3.3221,2.3449,0.98,10.4202,9.2598,20.48,16.29,45.79,1.89,40.05,25.87,,7/29/2011,199.18,46.66,24.69,43.21,8.64,12.35,19.61,20.19,667444616,15.5525,1.0217,1.3934,1.45,5.4279,#N/A N/A,14.56,10.09,#N/A N/A,#N/A N/A,36.7,249.86,,7/29/2011,563.02,56.75,58.54,85.37,2.38,26.19,19.43,20.57,284943632,13.5606,2.1216,1.2175,1.7,7.3546,6.1701,12.75,9.06,18.27,1.32,76.55,29.67,,7/29/2011,394.71,54.96,19.23,80.77,1.92,9.62,12.29,13.22,344453712,13.5813,2.4251,1.2077,2.11,10.0243,8.2406,11.05,7.66,34.2,1.61,39.37,44.22,,7/29/2011,317.34,55.8,31.71,78.05,0,19.51,9.33,10.39,238667256,15.7198,3.2791,0.9882,3.19,12.413,8.3511,9.49,6.93,30.46,1.14,25.57,76.41,,7/29/2011,313.2105,56.84,44.87,71.43,1.28,33.33,15.77,17.72,507627504,16.5936,2.9462,1.1081,1.5,9.9383,7.282,11.04,6.42,33.23,1.25,31.52,89.86,,7/29/2011,299.25,50.16,18.33,48.33,1.67,11.67,17.36,19.43,324524952,15.4519,2.5584,1.2149,2.17,9.8259,7.6615,11.81,7.92,27.87,1.29,30.46,137.34,,7/29/2011,168.15,54.74,33.33,87.88,0,24.24,11.04,10.96,122808498,13.1314,1.4702,1.1776,4.2,5.4899,4.312,16.95,8,52.74,1.05,30.63,122.34,,7/29/2011,125.38,50.67,12.5,50,0,0,13.31,12.75,139761537,17.34,1.6643,1.1103,5.38,4.1562,3.5738,14.97,8.67,57.54,0.81,30.17,72.61,,7/29/2011,237.59,53.1,26.67,60,3.33,23.33,19.35,18.7,151719600,14.5383,2.5596,1.2219,2.07,10.1998,6.4496,13.83,8.14,25.81,1.86,23.29,63.61,,,,,,,,,,,,,,7/29/2011,73.897,,7/29/2011,1.3556,,7/29/2011,162.8146,,7/29/2011,25.25
8/5/2011,391.61,48.8,8,22.97,0,6.67,16.79,24.73,1409773056,13.701,3.1113,2.1874,1.06,9.7614,8.6606,20.39,16.22,45.68,1.9,40.12,26.72,,8/5/2011,180.79,41.03,0,14.81,0,0,20.28,26.69,1129980624,14.1165,0.9274,1.2651,1.62,4.9278,#N/A N/A,14.56,10.09,#N/A N/A,#N/A N/A,36.69,249.8,,8/5/2011,506.81,48.92,4.88,43.9,0,16.67,20.78,29.6,470669424,12.2134,1.9098,1.0965,1.88,6.624,5.5571,12.75,9.06,18.27,1.32,76.51,29.67,,8/5/2011,367.78,46.87,0,42.31,0,3.85,13.12,18.6,544263104,12.6234,2.2556,1.1267,2.28,9.3192,7.6674,11.08,7.68,34.3,1.61,39.46,44.16,,8/5/2011,309.29,52.01,7.32,68.29,0,4.88,9.98,14.77,388083768,15.2613,3.1803,0.9579,3.28,12.1515,8.1114,9.48,6.91,30.43,1.13,25.45,76.1,,8/5/2011,287.7629,48.99,5.13,48.05,0,11.54,16.59,24.81,813128576,15.1117,2.7094,1.011,1.63,8.9489,6.6527,11.03,6.42,33.24,1.24,32.16,90.71,,8/5/2011,274.33,43.98,0,13.33,0,0,18.14,26.36,511122872,14.1443,2.3444,1.1119,2.37,8.9594,7.0167,11.81,7.92,27.85,1.28,30.62,137.4,,8/5/2011,161.78,49.77,12.12,51.52,0,9.09,11.43,15.34,204519730,12.6339,1.4145,1.133,4.37,5.2819,4.1486,16.95,8,52.74,1.05,30.63,122.34,,8/5/2011,121.74,47.44,0,25,0,0,13.67,17.05,214316180,16.8583,1.618,1.0795,5.54,4.0407,3.4746,14.97,8.67,57.54,0.81,30.13,72.61,,8/5/2011,215.01,46.13,0,20,0,6.67,20.57,27.97,224135350,13.1564,2.3163,1.1057,2.29,9.2303,5.8366,13.83,8.14,25.81,1.86,23.29,63.61,,,,,,,,,,,,,,8/5/2011,74.598,,8/5/2011,1.25,,8/5/2011,156.1495,,8/5/2011,32
8/12/2011,388.92,48.28,13.33,21.62,2.67,4,19.2,36.92,1892323232,13.6069,3.0899,2.1723,1.07,9.6943,8.6011,20.39,16.22,45.68,1.9,40.12,26.72,,8/12/2011,171.75,38.65,1.23,13.58,0,0,25.89,54.71,1710112752,13.4103,0.881,1.2018,1.71,4.6813,#N/A N/A,14.56,10.09,#N/A N/A,#N/A N/A,36.69,249.8,,8/12/2011,495.53,47.55,9.76,36.59,0,2.38,23.6,44.45,596393472,11.9385,1.8672,1.0718,1.93,6.4749,5.432,12.75,9.06,18.27,1.32,76.53,29.67,,8/12/2011,365.38,46.24,1.92,42.31,3.85,0,15.82,32.32,681112648,12.5408,2.2408,1.1193,2.29,9.2583,7.6172,11.08,7.68,34.3,1.61,39.46,44.16,,8/12/2011,305.03,50.14,4.88,63.41,0,0,11.86,24.43,543142560,15.0511,3.1365,0.9447,3.34,11.9841,7.9996,9.48,6.91,30.43,1.13,25.45,76.1,,8/12/2011,284.7153,48.16,8.97,44.16,2.56,0,19.45,38.85,1091829520,14.9516,2.6808,1.0003,1.65,8.8541,6.5823,11.03,6.42,33.24,1.24,32.16,90.71,,8/12/2011,270.52,43.14,0,11.67,0,0,21.09,40.55,682507216,13.955,2.3134,1.0972,2.4,8.8367,6.9224,11.81,7.92,27.86,1.28,30.61,137.54,,8/12/2011,160.15,48.6,3.03,51.52,0,0,13.7,28.04,293167364,12.5068,1.4003,1.1216,4.43,5.2288,4.1069,16.95,8,52.74,1.05,30.63,122.34,,8/12/2011,119.31,45.44,0,12.5,0,0,15.69,28.11,272369898,16.4961,1.5833,1.0563,5.65,3.9539,3.3999,14.97,8.67,57.54,0.81,30.17,72.61,,8/12/2011,215.5,46.29,6.67,20,0,0,23.2,42.71,293654016,13.1866,2.3216,1.1083,2.31,9.2515,5.85,13.83,8.14,25.81,1.86,23.29,63.61,,,,,,,,,,,,,,8/12/2011,74.607,,8/12/2011,0.9583,,8/12/2011,157.0312,,8/12/2011,36.36
8/19/2011,357.71,42.79,2.67,9.46,14.67,1.33,20.05,40.51,1242734736,12.518,2.8427,1.9983,1.18,8.9178,7.912,20.39,16.22,45.68,1.9,40.11,26.72,,8/19/2011,163.04,36.55,0,7.41,11.11,0,26.44,57.14,1039890288,12.7362,0.8366,1.1413,1.8,4.4454,#N/A N/A,14.56,10.09,#N/A N/A,#N/A N/A,36.68,249.82,,8/19/2011,469.33,44.57,0,14.63,2.38,2.38,24.44,48.44,392405336,11.3088,1.7685,1.0153,2.05,6.1334,5.1455,12.75,9.06,18.27,1.32,76.52,29.67,,8/19/2011,357.96,44.34,1.92,26.92,36.54,0,16.06,34.07,425293684,12.2862,2.1953,1.0966,2.36,9.0702,7.4626,11.08,7.68,34.3,1.61,39.46,44.16,,8/19/2011,304.86,50.07,7.32,51.22,46.34,0,11.96,25.31,357892028,15.0342,3.1343,0.9417,3.34,11.9487,7.9924,9.45,6.9,30.38,1.13,25.51,76.11,,8/19/2011,268.7593,44.14,3.85,22.08,14.1,0,19.98,41.05,696084576,14.1137,2.5305,0.9442,1.75,8.3579,6.2134,11.03,6.42,33.24,1.24,32.16,90.71,,8/19/2011,251.21,39.21,0,1.67,13.33,0,21.69,43.53,406530972,12.9585,2.1482,1.0188,2.61,8.2057,6.4281,11.81,7.92,27.86,1.28,30.61,137.54,,8/19/2011,163.2,50.84,12.12,63.64,63.64,0,14.06,30.28,181639040,12.7451,1.427,1.143,4.35,5.3284,4.1851,16.95,8,52.74,1.05,30.63,122.34,,8/19/2011,119.04,45.22,0,12.5,87.5,0,16.07,30.67,171735596,16.4857,1.5823,1.0556,5.66,3.9514,3.3978,14.97,8.67,57.54,0.81,30.13,72.61,,8/19/2011,200.64,42.39,6.67,10,0,0,23.83,45.62,179061742,12.2773,2.1615,1.0318,2.48,8.6135,5.4466,13.83,8.14,25.81,1.86,23.29,63.61,,,,,,,,,,,,,,8/19/2011,74.009,,8/19/2011,0.8956,,8/19/2011,159.0033,,8/19/2011,43.05
8/26/2011,379.85,47.19,9.33,17.57,62.67,1.33,20.51,43.24,1036602736,13.2929,3.0187,2.122,1.11,9.4698,8.4017,20.39,16.22,45.68,1.9,40.11,26.72,,8/26/2011,171.82,39.96,2.47,14.81,81.48,0,26.82,59.34,1139001632,13.4224,0.8817,1.2028,1.71,4.6849,#N/A N/A,14.56,10.09,#N/A N/A,#N/A N/A,36.68,249.82,,8/26/2011,487.62,46.97,4.88,19.51,47.62,2.38,24.94,50.75,360103152,11.7542,1.8374,1.0553,1.98,6.375,5.3482,12.75,9.06,18.27,1.32,76.49,29.67,,8/26/2011,371.9,48.46,5.77,40.38,76.92,0,16.47,36.43,361277976,12.7649,2.2808,1.1393,2.28,9.4237,7.7533,11.08,7.68,34.3,1.61,39.46,44.16,,8/26/2011,311.31,52.81,24.39,63.41,60.98,0,12.27,26.8,289963892,15.3522,3.2005,0.9616,3.27,12.2014,8.1614,9.45,6.9,30.38,1.13,25.51,76.11,,8/26/2011,284.9543,48.64,11.54,38.96,62.82,0,20.49,44.33,592071888,14.9642,2.683,1.0011,1.66,8.8616,6.5878,11.03,6.42,33.24,1.24,32.16,90.71,,8/26/2011,266.28,43.37,3.33,13.33,88.33,0,22.13,46.77,357481360,13.7363,2.2771,1.08,2.46,8.6983,6.8139,11.81,7.92,27.86,1.28,30.61,137.54,,8/26/2011,166.55,53.15,60.61,81.82,45.45,0,14.35,31.57,170328042,13.0066,1.4563,1.1664,4.27,5.4378,4.271,16.95,8,52.74,1.05,30.63,122.34,,8/26/2011,122.98,48.94,12.5,37.5,62.5,0,16.35,32.69,142785194,17.0012,1.6317,1.0886,5.48,4.075,3.504,14.97,8.67,57.54,0.81,30.18,72.61,,8/26/2011,212.52,46.15,10,13.33,83.33,0,24.09,47.81,164373152,13.0045,2.2895,1.093,2.34,9.1237,5.7692,13.83,8.14,25.81,1.86,23.29,63.61,,,,,,,,,,,,,,8/26/2011,73.814,,8/26/2011,0.9359,,8/26/2011,161.1418,,8/26/2011,35.59
9/2/2011,377.83,46.85,10.67,17.57,72,2.67,20.73,43.53,893999744,13.209,2.9962,2.106,1.12,9.39,8.3401,20.39,16.19,45.66,1.91,40.24,26.61,,9/2/2011,168.53,39.14,3.7,14.81,79.01,0,27.42,61.26,850946352,13.1207,0.8646,1.1798,1.76,4.5934,#N/A N/A,14.61,10.12,#N/A N/A,#N/A N/A,36.69,249.63,,9/2/2011,489.4,47.2,14.29,21.95,80.95,0,25.13,51.23,307777952,11.7957,1.8441,1.059,1.97,6.3975,5.3671,12.75,9.06,18.27,1.32,76.5,29.67,,9/2/2011,373.98,49.04,7.69,42.31,51.92,0,16.59,37.45,314972180,12.8361,2.2936,1.1457,2.27,9.4763,7.7966,11.08,7.68,34.3,1.61,39.46,44.16,,9/2/2011,313.03,53.51,29.27,68.29,36.59,0,12.41,27.05,266833928,15.4004,3.2112,0.9616,3.26,12.2344,8.1742,9.44,6.89,30.28,1.12,25.59,76.25,,9/2/2011,284.2513,48.47,19.23,40.26,57.69,0,20.73,45.37,531299400,14.8844,2.672,0.9956,1.69,8.8712,6.5563,11.02,6.43,33.21,1.24,32.04,90.85,,9/2/2011,265.94,43.31,1.67,10,76.67,0,22.42,48.35,294362436,13.7027,2.2722,1.0773,2.48,8.6817,6.798,11.8,7.92,27.86,1.28,30.63,137.39,,9/2/2011,167.99,54.11,69.7,78.79,6.06,3.03,14.47,31.86,136198046,13.1189,1.4688,1.1765,4.23,5.4847,4.3079,16.95,8,52.74,1.05,30.63,122.34,,9/2/2011,121.14,47.39,25,37.5,0,0,16.45,33.26,164627852,16.704,1.6032,1.0696,5.57,4.0038,3.4428,14.97,8.67,57.54,0.81,30.26,72.61,,9/2/2011,213.12,46.33,10,13.33,83.33,0,24.19,48.95,151256548,13.0716,2.3005,1.0951,2.34,9.1597,5.7748,13.85,8.15,25.82,1.83,23.27,63.72,,,,,,,,,,,,,,9/2/2011,74.756,,9/2/2011,0.8604,,9/2/2011,162.5149,,9/2/2011,33.92
9/9/2011,375.94,46.53,10.67,13.51,18.67,5.33,20.94,44.12,877526656,13.1448,2.9817,2.0975,1.13,9.3448,8.3004,20.4,16.21,45.69,1.91,40.23,26.59,,9/9/2011,164.21,38.09,3.7,12.35,13.58,0,27.94,63.88,697522656,12.7809,0.8424,1.1495,1.81,4.4755,#N/A N/A,14.61,10.13,#N/A N/A,#N/A N/A,36.69,249.61,,9/9/2011,479.28,46.03,9.52,17.07,42.86,2.38,25.45,53.33,262061664,11.5465,1.806,1.0366,2.02,6.2623,5.2536,12.75,9.06,18.27,1.32,76.53,29.67,,9/9/2011,368.58,47.6,11.54,36.54,3.85,0,16.98,39.02,274678016,12.6508,2.2605,1.1292,2.31,9.3395,7.684,11.08,7.68,34.3,1.61,39.46,44.16,,9/9/2011,308.94,51.62,26.83,56.1,7.32,2.44,12.66,28.11,240001296,15.171,3.1707,0.9475,3.31,12.0559,8.0564,9.43,6.88,30.29,1.12,25.63,76.21,,9/9/2011,278.8636,47.12,11.54,36.36,16.67,3.85,20.98,46.71,436610264,14.6237,2.6235,0.9761,1.73,8.6931,6.442,10.99,6.41,33.19,1.24,32.08,90.96,,9/9/2011,259.62,42.02,1.67,8.33,5,0,22.71,49.48,269807216,13.3771,2.2182,1.0517,2.55,8.4754,6.6365,11.8,7.92,27.86,1.28,30.63,137.39,,9/9/2011,165.11,51.91,30.3,75.76,0,12.12,14.46,32.43,120129926,12.8942,1.4437,1.1564,4.31,5.3908,4.2341,16.95,8,52.74,1.05,30.63,122.34,,9/9/2011,119.15,45.76,25,37.5,0,0,16.46,33.14,100629300,16.4277,1.5767,1.0519,5.66,3.9375,3.3858,14.97,8.67,57.54,0.81,30.26,72.61,,9/9/2011,207.95,44.97,6.67,6.67,10,3.33,24.38,50.23,129985000,12.7545,2.2447,1.0685,2.42,8.9375,5.6348,13.85,8.15,25.82,1.83,23.27,63.72,,,,,,,,,,,,,,9/9/2011,77.192,,9/9/2011,0.8023,,9/9/2011,160.6014,,9/9/2011,38.52
9/16/2011,402.46,51.42,54.67,27.03,9.33,1.33,20.89,42.53,1254477824,14.0721,3.192,2.2455,1.06,10.0041,8.886,20.4,16.21,45.69,1.91,40.23,26.59,,9/16/2011,174,41.77,23.46,20.99,8.64,1.23,27.63,62.6,969574288,13.5431,0.8926,1.2181,1.71,4.7424,#N/A N/A,14.61,10.13,#N/A N/A,#N/A N/A,36.69,249.61,,9/16/2011,498.61,48.56,30.95,31.71,7.14,4.76,25.21,49.5,371902964,12.0209,1.8789,1.0792,1.94,6.5196,5.4695,12.75,9.06,18.27,1.32,76.48,29.67,,9/16/2011,382.17,51.32,44.23,44.23,11.54,0,16.86,36.53,428995440,13.1171,2.3438,1.1708,2.23,9.6837,7.9673,11.08,7.68,34.3,1.61,39.46,44.16,,9/16/2011,319.4,55.76,53.66,65.85,21.95,0,12.65,26.23,359270448,15.6831,3.2771,0.9786,3.22,12.4701,8.2397,9.55,6.99,30.28,1.12,25.61,76.19,,9/16/2011,298.1549,52.06,50,49.35,11.54,3.85,20.73,44.07,660830912,15.6354,2.8049,1.0437,1.63,9.2944,6.8876,10.99,6.41,33.19,1.24,32.08,90.96,,9/16/2011,276.16,46.34,31.67,16.67,8.33,1.67,22.5,46.96,416271232,14.2292,2.3595,1.1187,2.42,9.0152,7.0592,11.8,7.92,27.86,1.28,30.63,137.39,,9/16/2011,172.74,56.74,93.94,90.91,0,3.03,14.41,30.78,161331552,13.4898,1.5104,1.2098,4.12,5.6397,4.4297,16.95,8,52.74,1.05,30.63,122.34,,9/16/2011,124.48,50.47,37.5,50,25,0,16.49,31.45,152653414,17.1577,1.6468,1.0987,5.42,4.1125,3.5363,14.97,8.67,57.54,0.81,30.27,72.61,,9/16/2011,217.28,47.83,30,26.67,16.67,6.67,24.31,46.2,174273654,13.3263,2.3453,1.1164,2.32,9.3381,5.8873,13.85,8.15,25.82,1.83,23.27,63.72,,,,,,,,,,,,,,9/16/2011,76.599,,9/16/2011,0.9093,,9/16/2011,157.4798,,9/16/2011,30.98
